trial,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,fit_time_sec,accuracy,precision,recall_under_engaged,f1,balanced_accuracy,roc_auc,pr_auc,specificity,tn,fp,fn,tp,priority_score
7,220,5,0.05,1,0.8,0.8,0.35536191589199007,0.9097262667443214,0.4375,0.061269146608315096,0.10748560460652591,0.5267998907306595,0.7660496336400395,0.24442778086208558,0.9923306348530039,4658,36,429,28,0.18613170838975152
8,220,5,0.1,1,0.8,0.8,0.37532691610977054,0.9060376625897884,0.3411764705882353,0.06345733041575492,0.1070110701107011,0.5257636034268804,0.7592282246808859,0.23549214472159152,0.9880698764380059,4638,56,428,29,0.18452272288287214
6,220,3,0.1,1,0.8,0.8,0.26349445804953575,0.9093379926227917,0.41935483870967744,0.05689277899343545,0.1001926782273603,0.5246117069232197,0.7685140208786486,0.24622195601846628,0.9923306348530039,4658,36,431,26,0.18304289228594578
4,120,5,0.1,1,0.8,0.8,0.18880679202266037,0.9079790331974374,0.38028169014084506,0.05908096280087528,0.10227272727272728,0.52485364714394,0.7630521854334273,0.24081625454874028,0.9906263314870047,4650,44,430,27,0.18301904128367164
5,220,3,0.05,1,0.8,0.8,0.2397346249781549,0.9108910891089109,0.4791666666666667,0.05032822757111598,0.09108910891089109,0.5225011397761843,0.7666332736329912,0.24798518800496314,0.9946740519812527,4669,25,434,23,0.17872058077829303
2,120,3,0.1,1,0.8,0.8,0.1580049169715494,0.9095321296835566,0.4117647058823529,0.045951859956236324,0.08267716535433071,0.5197803611668698,0.7681506443814395,0.24832202581562257,0.9936088623775032,4664,30,436,21,0.17496373768229678
3,120,5,0.05,1,0.8,0.8,0.18860629200935364,0.9099204038050864,0.425531914893617,0.0437636761487965,0.07936507936507936,0.5190058261442747,0.767395921419308,0.24502934716383346,0.9942479761397529,4667,27,437,20,0.17248669704513403
1,120,3,0.05,1,0.8,0.8,0.13703483389690518,0.9105028149873811,0.4375,0.030634573304157548,0.05725971370143149,0.5133999453653297,0.7655906930864766,0.2458819465463693,0.9961653174265019,4676,18,443,14,0.16218625050334112
